uuid,avaliacaoRef,idBaseRef,fazendaRef,dtcResponsavelRef,cod_fazenda,nomeFazenda,cidade_nome,estado_sigla,regiao_macro,regiao_micro,safra,epoca,dataPlantioSoja,dataColheitaSoja,latitude,longitude,altitude,nomeResponsavel,nome,dePara,status_material,tipoTeste,indexTratamento,populacao,gm,notaUniformidade,notaDensidade,notaVigor,notaDaninhas,notaPragas,notaDoencas,notaHomogenidade,notaSolo,notaQualidadeInicial,notaMedia
144f64d0-8991-4119-8c5a-2ad38de87310,efcd5eb6-036d-4ced-99f6-09e4f276b4a1,70780ab3-dbda-4a7e-a757-d7a94ee9b4c9,c6036815-7d7e-49a4-848c-4d7d8103ffb1,586073f9-041b-4931-9e42-b44975c8b383,M4-401-C-24,Mariana,Campo Verde,MT,MACRO IV,REC 401,2024/25,Safra,2024-10-25,2025-02-21,-15.3624,-55.1638,630,Tamila Ribeiro,NC25-67354-3,NC25-67354-3,LINHAGEM,Faixa,37,300,82,4,0,5,5,4,4,4,5,,3.88
1472056b-b98c-43c3-86ac-56455d31a71c,0caf4049-3058-4e59-bac2-a126a61f9c38,4d54249f-2598-4974-ba0b-b0da179b7867,1794571f-ac33-4857-a2a7-d7af26e558de,d33a313f-61f2-4e0b-b04c-ad12b9ec7534,M5-501-B-24,Fazenda Chapadão da Serra,Balsas,MA,MACRO V,REC 501,2024/25,Safra,2024-11-16,2025-03-13,-7.768598,-45.627585,449,Guilherme Leal,DM 82I78 IPRO,DM 82I78 IPRO,CHECK,Faixa,25,300,82,4,3,4,4,5,5,4,4,,4.12
14b3f865-f376-442b-819d-ff49191f4b60,3e5d75c9-5c3e-4013-acc5-38883d676d7b,8d262e21-60cb-4823-97d4-592f09769140,4db9f327-5421-4971-84bb-8ce6ed788db4,cea7f5ab-9542-41b4-a62e-fe6496faace9,M4-402-A-24,Fazenda Aquidauana,Campo Novo do Parecis,MT,MACRO IV,REC 402,2024/25,Safra,2024-10-15,2025-02-16,-14.163552,-58.053603,437,Josélia Portilho,NC25-57837-7,NC25-57837-7,LINHAGEM,Faixa,12,300,74,4,4,4,5,3,5,4,5,,4.25
14cd801f-4dc5-492d-a07b-ac1e1e20a35e,44711239-5467-4a95-b074-5115f52c24fb,5c56e287-dd7a-4a5d-adbd-1858f6f80db4,9ac6429e-ec51-4764-a767-7c89528ba0d6,586073f9-041b-4931-9e42-b44975c8b383,M4-401-F-24,Ponte de Pedra,Itiquira,MT,MACRO IV,REC 401,2024/25,Safra,2024-10-28,2025-02-25,-17.1054,-54.7112,485,Tamila Ribeiro,70KA30,70KA30 CE,STINE,Faixa,7,330,70,5,4,5,5,5,4,5,5,,4.75
14d50909-994c-45e7-b2b9-f717a93a52ec,2fdefea8-dda2-43a5-ad41-7a1adf8fe17c,738b4667-9152-424e-8641-cfd114bda369,d6ee8b49-931a-4c4b-9f4a-1c45cacbabc4,fd6a17f2-2d5a-46b9-ad69-4f3d7816b53a,M4-402-I-24,Rodeio ,Sapezal,MT,MACRO IV,REC 402,2024/25,Safra,2024-10-07,2025-02-14,-13.665555,-58.707777,450,Milena Goulart,OLIMPO IPRO,BMX OLIMPO IPRO,CHECK,Faixa,26,300,79,3,3,4,3,3,4,4,4,,3.5
154b85f8-8ccf-4c08-84fe-b10008f996ce,5872b102-c1a3-4cce-a001-dd7dc80b792b,00186a19-8219-4c8f-8bf9-6018e022a146,e8a1b2d2-5acb-4c8b-946e-9fff64bf02fd,12351e76-eed4-41fb-bf16-99fb41d513a8,M3-301-A-24,Ariranha,Jataí,GO,MACRO III,REC 301,2024/25,Safra,2024-10-27,2025-02-18,-17.942772,-51.894151,840,Lucas Pereira,DM78IX80,DM 78IX80 RSF I2X,CHECK,Faixa,38,300,80,5,4,5,5,5,5,5,5,,4.88
156b2dfa-02df-47e7-846c-23532ef502bb,13b33b66-68f4-4a38-aa0f-8ab4a9191f0f,0e91c8e4-8f10-4f5c-a1fe-f2fa906029e7,72f0c8c0-97f7-4dc2-ada1-e4160602a0f7,7e3a92bf-2ddd-4c2a-a9a1-7ee7b42924db,M3-303-B-24,GM SEEDS,Tupaciguara,MG,MACRO III,REC 303,2024/25,Safra,2024-10-30,2025-03-02,-18.53419,-48.73291,889,Fúlvio Gibello,NEO 640 I2X,NEO 640 I2X,CHECK,Faixa,5,300,64,4,5,4,4,4,5,4,5,,4.38
15b1f6cd-8e65-483a-8b75-9b13d851bc2b,0b6f64e8-3e9c-4d9d-ab65-d561f6479a49,1dc03346-b9a4-4d27-91ae-7d4f8ca3ef81,ee617d06-0bb2-49b0-aa19-5c14e615cc77,dc5ab980-65ce-4491-9a4b-341e27c4bec3,M4-403-B-24,Panamby,Querência,MT,MACRO IV,REC 403,2024/25,Safra,2024-11-08,,0.0,0.0,0,Maklane Duarte,NC25-46045-2,NC25-46045-2,LINHAGEM,Faixa,8,300,72,4,5,4,4,4,5,4,4,,4.25
15df49a1-6ca4-4222-a724-802c03adf3f4,5872b102-c1a3-4cce-a001-dd7dc80b792b,ebc48aa8-89eb-4534-b2d3-fb078c808574,e8a1b2d2-5acb-4c8b-946e-9fff64bf02fd,12351e76-eed4-41fb-bf16-99fb41d513a8,M3-301-A-24,Ariranha,Jataí,GO,MACRO III,REC 301,2024/25,Safra,2024-10-27,2025-02-18,-17.942772,-51.894151,840,Lucas Pereira,OLIMPO IPRO,BMX OLIMPO IPRO,CHECK,Faixa,30,300,79,5,4,5,5,5,5,5,5,,4.88
1655042a-2cb6-4196-bbe2-d509b01bc830,b21bec8b-2018-4070-99e8-753450f1987f,75934f0b-5b84-4152-a373-29eb9658e9f8,193ce1de-1af9-4d38-a44c-0f1a8970adcb,967f1c7d-13a5-48fb-ae7a-6871212afdb0,M5-501-C-24,Fazenda Porteira,Brejinho de Nazaré,TO,MACRO V,REC 501,2024/25,Safra,2024-11-13,2025-03-12,-10.92696,-48.62429,260,Pedro Lucas Ramos,SPARTA I2X,BMX SPARTA I2X,CHECK,Faixa,18,300,80,3,4,4,5,5,5,3,5,,4.25
1659bdfc-499c-43c9-a1c5-2de3fab85bb6,b4e533cc-601f-4f98-801c-080274d68014,54ae3a78-83ce-4499-98a9-c7b4bd63f1a7,b7a51078-c01a-43ff-8374-612f3d87e686,586073f9-041b-4931-9e42-b44975c8b383,M4-401-E-24,Piratini,Primavera do Leste,MT,MACRO IV,REC 401,2024/25,Safra,2024-10-26,2025-02-22,-15.5343,-54.6106,630,Tamila Ribeiro,78KA42,78KA42 CE,STINE,Faixa,22,300,78,5,2,5,5,5,4,5,5,,4.5
1659cd8c-6f7c-4fec-bef1-02bb32102f3c,b501bce8-9c22-4b2e-89b5-ca123e07482c,52b3ce8d-561b-4374-ab6c-f0ecbbe9f67d,9e09bbd0-f32d-45e9-b38a-8f5f8b90283f,df4e05ad-5053-463d-a3c3-463d00849eb9,M3-304-A-24,AgroROSSO 1,São Miguel do Passa Quatro,GO,MACRO III,REC 304,2024/25,Safra,2024-11-08,2025-03-06,-16.836499,-48.446628,1010,Rafael Ribeiro,NC25-49859-7,NC25-49859-7,LINHAGEM,Faixa,5,300,70,5,5,5,2,5,5,5,5,,4.62
16d454d6-5fa8-48dd-a5d7-d53f10af33aa,50b03656-e985-41e9-ae31-1ba69ff91a1f,971716d1-ae6f-4bcd-bb8d-a7ddca56f1bb,b0787698-f536-40f0-9342-ec7b1c14e62d,2fef9e92-3c2b-45a5-8f3f-2eb28550da94,M2-201-E-24,VALIDAR AGRO,Cascavel,PR,MACRO II,REC 201,2024/25,Safra,2024-09-29,2025-02-07,-24.981677,-53.349748,780,RAQUEL BARTOLOMEU,SE24-130204-03,SE24-130204-03,LINHAGEM,Faixa,10,250,57,3,3,3,1,0,0,4,5,,2.38
16e3f5a8-c446-4039-824f-89c579516372,4c5ef501-99ed-47f3-9486-7aa8065fa782,7ba8f44e-b5cf-4586-91d3-8359e41eaef5,cd9e910b-c53e-49f3-991a-2ab0c0f82e74,428c574c-4a2b-4fc0-ab2d-c5177c7db637,M4-402-D-24,Fazenda Flora,Sorriso,MT,MACRO IV,REC 402,2024/25,Safra,2024-10-23,2025-02-20,-12.5611,-55.4622,412,Lara Martins,NC25-57837-6,NC25-57837-6,LINHAGEM,Faixa,15,300,76,4,4,4,5,4,4,4,2,,3.88
17062329-37fe-46d8-8034-8f1460a6113e,0caf4049-3058-4e59-bac2-a126a61f9c38,3833800d-65f1-4fba-af60-b784702c638b,1794571f-ac33-4857-a2a7-d7af26e558de,d33a313f-61f2-4e0b-b04c-ad12b9ec7534,M5-501-B-24,Fazenda Chapadão da Serra,Balsas,MA,MACRO V,REC 501,2024/25,Safra,2024-11-16,2025-03-13,-7.768598,-45.627585,449,Guilherme Leal,NC25-2384-7,NC25-2384-7,LINHAGEM,Faixa,5,300,77,4,4,4,4,5,5,4,4,,4.25
17265230-0f3e-4381-a485-c5569de25dd6,1c2fe6e3-dbf0-4b10-a4ba-d7ee26190c0e,5b064a3f-0865-4463-a4fe-f3aae45811ce,8489999e-b5f5-42d5-9898-8cb0def425f7,428c574c-4a2b-4fc0-ab2d-c5177c7db637,M4-402-C-24,Fazenda Carandá II,Nova Mutum,MT,MACRO IV,REC 402,2024/25,Safra,2024-10-21,2025-02-10,-13.5204,-55.3329,500,Lara Martins,76EA72,76EA72 E,STINE,Faixa,18,300,76,4,5,4,5,5,5,4,5,,4.62
1729f658-bc65-431b-9e5b-c005a9ed42f9,6a602bb7-1d70-4629-bd10-9c24d444bea0,42d0892c-c96c-4fb3-ad3d-70c2060be702,273ef1df-bacf-47a2-8337-6c7795a89bec,12351e76-eed4-41fb-bf16-99fb41d513a8,M3-301-D-24,São Tomaz Douradinho_RV,Rio Verde,GO,MACRO III,REC 301,2024/25,Safra,2024-10-31,2025-02-21,-17.926627,-50.420948,600,Lucas Pereira,NC25-57837-7,NC25-57837-7,LINHAGEM,Faixa,16,300,74,5,4,5,5,5,5,5,5,,4.88
17357f00-90b5-4a09-90a3-e1b49979397d,b501bce8-9c22-4b2e-89b5-ca123e07482c,47be4b0c-b9b0-4608-862b-26bf1ba1faf3,9e09bbd0-f32d-45e9-b38a-8f5f8b90283f,df4e05ad-5053-463d-a3c3-463d00849eb9,M3-304-A-24,AgroROSSO 1,São Miguel do Passa Quatro,GO,MACRO III,REC 304,2024/25,Safra,2024-11-08,2025-03-06,-16.836499,-48.446628,1010,Rafael Ribeiro,70KA30,70KA30 CE,STINE,Faixa,8,300,70,3,5,5,2,5,5,5,5,,4.38
17426a60-702a-469b-bffc-42abffb690fd,70ea278a-a5bd-4728-b221-3f40925a5246,1dc03346-b9a4-4d27-91ae-7d4f8ca3ef81,4a4a041e-d1c6-4a70-864a-1479e45e400c,dc5ab980-65ce-4491-9a4b-341e27c4bec3,M4-403-C-24,Rancho 60,Querência,MT,MACRO IV,REC 403,2024/25,Safra,2024-11-05,2025-03-04,-12.26784,-51.70005,364,Maklane Duarte,NC25-46045-2,NC25-46045-2,LINHAGEM,Faixa,8,300,72,5,4,5,5,4,5,5,4,,4.62
17766932-1408-4f85-95cf-f985ecc99a68,b21bec8b-2018-4070-99e8-753450f1987f,e54ba4b1-e788-4388-8759-8ceb60df0341,193ce1de-1af9-4d38-a44c-0f1a8970adcb,967f1c7d-13a5-48fb-ae7a-6871212afdb0,M5-501-C-24,Fazenda Porteira,Brejinho de Nazaré,TO,MACRO V,REC 501,2024/25,Safra,2024-11-13,2025-03-12,-10.92696,-48.62429,260,Pedro Lucas Ramos,NC25-61547-2,NC25-61547-2,LINHAGEM,Faixa,23,300,82,3,4,3,5,3,5,3,5,,3.88
17f06ac1-188a-4900-b7b6-f0ea1d7cbb7a,1b796372-daa9-4569-aa40-972218370c05,efbdd861-caf2-487e-9fdf-a97ffe588e6b,868a5842-4e3b-4fe4-b42d-8f84f503797f,2fef9e92-3c2b-45a5-8f3f-2eb28550da94,M1-102-H-24,SÍTIO VACCA,Cruzeiro do Iguaçu,PR,MACRO I,REC 102,2024/25,Safra,2024-10-17,2025-02-14,-25.355,-53.091,465,RAQUEL BARTOLOMEU,SC25-F-448-6,SC25-F-448-6,LINHAGEM,Faixa,8,250,59,4,4,4,5,5,5,4,5,,4.5
1805874e-be91-46c7-bc67-1ca71be75833,b501bce8-9c22-4b2e-89b5-ca123e07482c,fa34dc0f-8396-4eba-b673-cf97a09ab6c3,9e09bbd0-f32d-45e9-b38a-8f5f8b90283f,df4e05ad-5053-463d-a3c3-463d00849eb9,M3-304-A-24,AgroROSSO 1,São Miguel do Passa Quatro,GO,MACRO III,REC 304,2024/25,Safra,2024-11-08,2025-03-06,-16.836499,-48.446628,1010,Rafael Ribeiro,NC25-51243-2,NC25-51243-2,LINHAGEM,Faixa,25,300,79,5,3,5,2,5,5,5,5,,4.38
1817644c-cf2a-47dd-882d-339570d63a1c,3b0fc475-495f-4a79-af43-2c1e3f7ac4ff,3b55a470-4674-4040-ad5d-14e9b566d290,65b84748-8a2c-4056-9ae7-d98022f8beb1,12351e76-eed4-41fb-bf16-99fb41d513a8,M3-301-C-24,Invernadinha Lugar Indaiá,Mineiros,GO,MACRO III,REC 301,2024/25,Safra,2024-10-22,2025-02-17,-17.121477,-51.170811,900,Lucas Pereira,NC25-49859-7,NC25-49859-7,LINHAGEM,Faixa,8,300,70,5,5,5,5,4,5,5,5,,4.88
185157f4-6147-4721-99cf-2f7b2b888be3,cc6b2b51-99c4-4a76-b463-344e173b917b,5b34e18e-93eb-4055-832d-8913ab06f44f,d1989909-ceae-43f1-a8f5-bbd408ab2e20,d33a313f-61f2-4e0b-b04c-ad12b9ec7534,M5-501-A-24,Fazenda Cajueiro,Balsas,MA,MACRO V,REC 501,2024/25,Safra,2024-11-15,2025-03-14,-7.221256,-45.968977,350,Guilherme Leal,GH 2383 IPRO,GH 2483 IPRO,CHECK,Faixa,29,300,83,3,3,3,4,5,5,3,4,,3.75
1868a3a2-157d-43e8-a818-660ad9879e59,cc6b2b51-99c4-4a76-b463-344e173b917b,46755fb5-07ba-4ddf-9c80-7a349fb3b51b,d1989909-ceae-43f1-a8f5-bbd408ab2e20,d33a313f-61f2-4e0b-b04c-ad12b9ec7534,M5-501-A-24,Fazenda Cajueiro,Balsas,MA,MACRO V,REC 501,2024/25,Safra,2024-11-15,2025-03-14,-7.221256,-45.968977,350,Guilherme Leal,DOM�NIO IPRO,BMX DOMÍNIO IPRO,CHECK,Faixa,31,300,84,3,2,3,4,5,5,3,4,,3.62
18a8e205-c49c-4dc1-a32c-209204b50fba,4c5ef501-99ed-47f3-9486-7aa8065fa782,24e755a6-e71f-4e1a-ba76-b72f334014f2,cd9e910b-c53e-49f3-991a-2ab0c0f82e74,428c574c-4a2b-4fc0-ab2d-c5177c7db637,M4-402-D-24,Fazenda Flora,Sorriso,MT,MACRO IV,REC 402,2024/25,Safra,2024-10-23,2025-02-20,-12.5611,-55.4622,412,Lara Martins,NC25-60864-1,NC25-60864-1,LINHAGEM,Faixa,38,300,82,4,5,4,5,4,4,4,3,,4.12
19824646-c620-4f39-a5d9-b8e150c2d2c0,b0ecc367-960b-4538-860a-6fcc994d0370,6a24ae20-1463-4d40-a41f-b0826233ef5b,0c9beb65-80fe-48f0-be6a-b02d24e91ed7,967f1c7d-13a5-48fb-ae7a-6871212afdb0,M5-501-D-24,Fazenda Veneza II,Caseara,TO,MACRO V,REC 501,2024/25,Safra,2024-11-12,2025-03-11,-93.16135,-49.9151,200,Pedro Lucas Ramos,NC25-61015-7,NC25-61015-7,LINHAGEM,Faixa,34,300,86,2,4,2,4,5,5,2,3,,3.38
1994f3c5-ce3b-4d64-98cf-0be7b1e4e040,b501bce8-9c22-4b2e-89b5-ca123e07482c,1fa0495e-f53e-4978-9c98-043d948997cd,9e09bbd0-f32d-45e9-b38a-8f5f8b90283f,df4e05ad-5053-463d-a3c3-463d00849eb9,M3-304-A-24,AgroROSSO 1,São Miguel do Passa Quatro,GO,MACRO III,REC 304,2024/25,Safra,2024-11-08,2025-03-06,-16.836499,-48.446628,1010,Rafael Ribeiro,NEO 790 IPRO,NEO 790 IPRO,CHECK,Faixa,29,300,79,5,4,5,2,5,5,5,5,,4.5
1995dfc8-917b-462d-939c-3138b8d2e682,8287743c-b3c6-42c6-8934-2fb1f6fc4c40,cf15587e-aa12-4a33-91f4-41cbe19c7c76,394c0133-b356-40a0-9ce8-8fe7412fb244,589904d8-eb5c-48cc-a8e0-ad3398f7f373,M2-204-A-24,Flor do Cerrado ,Rio Brilhante,MS,MACRO II,REC 204,2024/25,Safra,2024-10-21,2025-02-27,0.0,0.0,0,Luis Tosin ,GUEPARDO,BMX GUEPARDO IPRO,CHECK,Faixa,26,260,67,4,4,4,3,3,4,4,4,,3.75
19b26df1-aeda-4401-bb83-28ab528308fe,f6e3a82c-1a36-4579-b3df-91f957181f6c,9839b976-851f-4b54-b4c0-4d644e8af400,5a9cc3ee-09d0-43f0-9aee-d79dba23f0a6,2fef9e92-3c2b-45a5-8f3f-2eb28550da94,M2-201-B-24,FAZENDA J&J,Mamborê,PR,MACRO II,REC 201,2024/25,Safra,2024-10-14,2025-02-17,-24.337283,-52.697725,665,RAQUEL BARTOLOMEU,DM 57I52 IPRO,DM 57I52 RSF IPRO,CHECK,Faixa,12,250,57,5,4,4,5,5,5,4,5,,4.62
19d72021-66e1-4bd1-b5bc-87c977a7d08a,b456d053-9094-45c4-ba10-1d0ec97ed4d8,fde678a3-c397-4f8f-a36f-3b2ac9aa8345,669a5d5d-a060-4db6-a739-8cc593173ef9,2fef9e92-3c2b-45a5-8f3f-2eb28550da94,M2-201-D-24,SÍTIO SÃO JOSÉ,Astorga,PR,MACRO II,REC 201,2024/25,Safra,2024-11-09,2025-03-18,-23.281916,-51.747794,700,RAQUEL BARTOLOMEU,70KA30,70KA30 CE,STINE,Faixa,28,250,70,2,2,2,3,5,5,2,3,,3.0
1a114e54-0f11-40bc-a2ee-da937d6a7167,8ca524ce-865e-4ce8-8627-aab9ceeb17df,1cb56a2b-039a-4d74-96f1-6bb2d322b9d1,1855d4a7-024c-42c0-b0fa-f0a70ced866f,b3c863ab-5a70-433e-8f85-d3b2b695e14b,M3-301-E-24,Três Pinheiros,São Gabriel do Oeste,MS,MACRO III,REC 301,2024/25,Safra,2024-10-30,2025-03-12,-19.3191,-54.64512,660,Luiz Neves,NC25-56656-5,NC25-56656-5,LINHAGEM,Faixa,24,300,76,5,4,4,5,3,5,4,5,,4.38
1a1b3bea-dd12-46d9-a038-d05676fb9b27,6a602bb7-1d70-4629-bd10-9c24d444bea0,5f944534-1053-4e6e-977b-8daed11c375e,273ef1df-bacf-47a2-8337-6c7795a89bec,12351e76-eed4-41fb-bf16-99fb41d513a8,M3-301-D-24,São Tomaz Douradinho_RV,Rio Verde,GO,MACRO III,REC 301,2024/25,Safra,2024-10-31,2025-02-21,-17.926627,-50.420948,600,Lucas Pereira,NC25-44371-1,NC25-44371-1,LINHAGEM,Faixa,27,300,79,5,4,5,5,5,5,5,5,,4.88
1a54a97a-99da-4014-b2f2-4b3cf93d5879,b501bce8-9c22-4b2e-89b5-ca123e07482c,d6a4a2ec-9a01-4cd3-b909-9d00f58e0f3d,9e09bbd0-f32d-45e9-b38a-8f5f8b90283f,df4e05ad-5053-463d-a3c3-463d00849eb9,M3-304-A-24,AgroROSSO 1,São Miguel do Passa Quatro,GO,MACRO III,REC 304,2024/25,Safra,2024-11-08,2025-03-06,-16.836499,-48.446628,1010,Rafael Ribeiro,80KA72,80KA72 CE,STINE,Faixa,36,300,80,5,5,5,2,5,5,5,5,,4.62
1b5d6dc8-ceb6-4a29-9d8d-58792ff27e22,ce8fc416-1fde-4413-8a9c-5be8a14be5b0,b32f67be-91b5-447f-9b96-5e0e2f4a23d2,cb98811e-0700-4187-83f9-09f6e3219375,35b90f23-8b54-40ef-ba56-fefd341a9878,M4-402-K-24,fazenda Bom Jesus,Ipiranga do Norte,MT,MACRO IV,REC 402,2024/25,Safra,2024-10-13,2025-02-06,-11.832869,-56.129577,380,Luiz Penna,NC25-57837-7,NC25-57837-7,LINHAGEM,Faixa,12,300,74,4,4,4,5,5,5,4,5,,4.5
1b736f53-57ae-4f7c-9ac4-7cc40a130f89,65f1b6f3-ae66-4c53-968e-b0c8884c6e25,d82c4784-d5a8-47f5-9b6c-0ed24bca4a34,d9717f34-e404-480e-9576-a8bc704609b5,428c574c-4a2b-4fc0-ab2d-c5177c7db637,M4-402-E-24,Fazenda Itaúba,Nova Ubiratã,MT,MACRO IV,REC 402,2024/25,Safra,2024-10-20,2025-02-01,-12.5943,-54.5731,424,Lara Martins,NC25-56656-5,NC25-56656-5,LINHAGEM,Faixa,16,300,76,4,4,3,5,5,5,4,5,,4.38
1bbe83c6-a304-4056-b3a9-c20d446047dd,8287743c-b3c6-42c6-8934-2fb1f6fc4c40,dfed8c05-e1e7-490e-a5c8-622ce19988db,394c0133-b356-40a0-9ce8-8fe7412fb244,589904d8-eb5c-48cc-a8e0-ad3398f7f373,M2-204-A-24,Flor do Cerrado ,Rio Brilhante,MS,MACRO II,REC 204,2024/25,Safra,2024-10-21,2025-02-27,0.0,0.0,0,Luis Tosin ,NC25-56656-5,NC25-56656-5,LINHAGEM,Faixa,39,260,76,4,4,4,4,4,4,4,4,,4.0
1c20fa5f-3cc7-467b-b934-8384c6f28f3e,b4e533cc-601f-4f98-801c-080274d68014,865dc510-fe78-4c76-8f52-695ebfaf77b9,b7a51078-c01a-43ff-8374-612f3d87e686,586073f9-041b-4931-9e42-b44975c8b383,M4-401-E-24,Piratini,Primavera do Leste,MT,MACRO IV,REC 401,2024/25,Safra,2024-10-26,2025-02-22,-15.5343,-54.6106,630,Tamila Ribeiro,NC25-96785-1,71KA72 CE,DP2,Faixa,6,300,70,5,3,5,5,5,4,5,5,,4.62
1c3c5fb3-d39b-4ea2-bfea-8b71553ffe28,ad5fa440-65d6-4ac1-ae3b-152920a5cee4,1988f884-a348-4533-a372-6a55efa5f191,d9b6c3c4-70f8-44d5-8824-1029ff5b0c55,fd6a17f2-2d5a-46b9-ad69-4f3d7816b53a,M4-402-H-24,Lajeada ,Campos de Júlio,MT,MACRO IV,REC 402,2024/25,Safra,2024-10-09,2025-02-13,-14.0275,-59.190277,660,Milena Goulart,NC25-56656-5,NC25-56656-5,LINHAGEM,Faixa,16,300,76,4,4,3,4,5,5,3,4,,4.0
1c69b3a8-87ac-4b3f-9644-39643052c153,b456d053-9094-45c4-ba10-1d0ec97ed4d8,2c257ed4-dc0d-4dfd-ac78-898da29f7704,669a5d5d-a060-4db6-a739-8cc593173ef9,2fef9e92-3c2b-45a5-8f3f-2eb28550da94,M2-201-D-24,SÍTIO SÃO JOSÉ,Astorga,PR,MACRO II,REC 201,2024/25,Safra,2024-11-09,2025-03-18,-23.281916,-51.747794,700,RAQUEL BARTOLOMEU,ZEUS IPRO,BMX ZEUS IPRO,CHECK,Faixa,1,250,55,2,2,3,4,5,5,3,3,,3.38
1c9e00b8-252d-4d29-9a99-c8bf81153609,2d7d1ce4-f264-4a19-a95c-de5fb313a2b8,65781b2f-b70e-41ba-bc90-38814668176e,46a26871-132b-4fbf-bb8c-0c43f1226ad9,35b90f23-8b54-40ef-ba56-fefd341a9878,M4-402-F-24,Fazenda Santana ,Sorriso,MT,MACRO IV,REC 402,2024/25,Safra,2024-10-16,2025-02-09,-12.385359,-55.593431,380,Luiz Penna,B�NUS IPRO,BMX BÖNUS IPRO,CHECK,Faixa,27,300,79,5,4,4,4,5,5,4,5,,4.5
1cc0138c-2fbc-4178-9c67-848cfef68d9a,ce8fc416-1fde-4413-8a9c-5be8a14be5b0,1f3dc6c0-4d6c-4390-b19d-526c55ef8996,cb98811e-0700-4187-83f9-09f6e3219375,35b90f23-8b54-40ef-ba56-fefd341a9878,M4-402-K-24,fazenda Bom Jesus,Ipiranga do Norte,MT,MACRO IV,REC 402,2024/25,Safra,2024-10-13,2025-02-06,-11.832869,-56.129577,380,Luiz Penna,NC25-46045-2,NC25-46045-2,LINHAGEM,Faixa,8,300,72,4,4,4,5,5,5,4,4,,4.38
1d27078e-ea2c-43cf-94a1-b9aba372b61f,a7eda3bc-7924-4f0c-8112-0a7a53044934,3aa2dcc3-8dd0-428e-959d-53dbc6f815a7,564759b0-73ab-4aea-a312-96f25e699d5b,df4e05ad-5053-463d-a3c3-463d00849eb9,M3-303-A-24,Agro Firmino,Caldas Novas,GO,MACRO III,REC 303,2024/25,Safra,2024-11-06,2025-03-03,-17.611116,-48.654321,705,Rafael Ribeiro,OLIMPO IPRO,BMX OLIMPO IPRO,CHECK,Faixa,27,300,79,3,3,5,1,2,5,5,4,,3.5
1d32dcc6-3522-46b9-904b-535f70db7c81,c1655687-393b-4aea-96cc-b3cfd90c2f0d,bb5501a5-3dfe-47cd-8792-5ef6302f8bcf,07e0b725-7fd4-4193-9c6b-8087e401ac57,df4e05ad-5053-463d-a3c3-463d00849eb9,M4-405-A-24,Mamona,Correntina,BA,MACRO IV,REC 405,2024/25,Safra,2024-11-12,2025-03-11,0.0,0.0,0,Rafael Ribeiro,NC25-57837-6,NC25-57837-6,LINHAGEM,Faixa,1,300,76,0,0,0,0,0,0,0,0,,0.0
1d581b96-b5e3-42f3-89c4-9a399e9e77fc,d3a43619-ffc1-4d04-8344-66b7842f99bd,e6086286-d997-442f-a8c5-cd4069d77b31,bb22e0fd-b253-47a6-b47a-ca1e9aa0741b,586073f9-041b-4931-9e42-b44975c8b383,M4-401-D-24,Modelo,Rondonópolis,MT,MACRO IV,REC 401,2024/25,Safra,2024-10-30,2025-03-05,-16.6964,-54.6429,534,Tamila Ribeiro,NC25-57837-7,NC25-57837-7,LINHAGEM,Faixa,12,300,74,5,4,4,5,5,5,4,5,,4.62
1d7fe60e-953e-4ae4-84c9-3c26b9a790f3,65f1b6f3-ae66-4c53-968e-b0c8884c6e25,3d0aa3bd-9d83-473f-8f66-48b53e1ef741,d9717f34-e404-480e-9576-a8bc704609b5,428c574c-4a2b-4fc0-ab2d-c5177c7db637,M4-402-E-24,Fazenda Itaúba,Nova Ubiratã,MT,MACRO IV,REC 402,2024/25,Safra,2024-10-20,2025-02-01,-12.5943,-54.5731,424,Lara Martins,GUEPARDO,BMX GUEPARDO IPRO,CHECK,Faixa,1,300,67,4,4,5,5,5,5,4,4,,4.5
1d99650f-4ff6-4b42-9218-5624b3d95a5b,783b50d9-aeb4-4510-b694-89ba6a2ba18e,3e9c4af9-297d-42d4-933b-9b86e44c90ff,fef92cc4-2b5a-47fa-bbe6-0b8d89bbfea9,586073f9-041b-4931-9e42-b44975c8b383,M4-401-A-24,Bom Jesus,Pedra Preta,MT,MACRO IV,REC 401,2024/25,Safra,2024-10-31,2025-03-02,-16.7886,-54.1188,724,Tamila Ribeiro,NC25-49859-7,NC25-49859-7,LINHAGEM,Faixa,4,300,70,5,5,5,5,5,4,5,5,,4.88
1dba4410-2509-4aca-8391-e9c4013af6bc,bd833149-adf6-4d90-9d84-074bea67217e,74d13446-c7b8-471a-917f-91b22246a82b,65aa227c-8cc3-4f07-8e99-68e458e847e4,7e3a92bf-2ddd-4c2a-a9a1-7ee7b42924db,M3-303-D-24,Água Santa,Tupaciguara,MG,MACRO III,REC 303,2024/25,Safra,2024-10-28,2025-03-02,-18.68693,-48.70319,845,Fúlvio Gibello,NEO 680 IPRO,NEO 680 IPRO,CHECK,Faixa,7,300,68,5,5,5,4,4,5,5,5,,4.75
